ent_sum,cv_sum,dice
747929.3482876384,1157.0047588328657,0.9048924329263228
747892.3545740118,3146.3789246516258,0.5196211096075778
747919.7309134674,1896.6487439923637,0.7196198234894773
747893.3769719022,3109.952913663303,0.2953020134228188
747926.6928125081,1333.7226484987525,0.8778836112781241
747913.7410126146,2158.4578993552013,0.832886805090422
747926.8169169455,1262.1064692283305,0.8015369126137788
747925.1307031398,1547.3653515072208,0.6049164208456244
747915.6452581204,2094.080780837013,0.5352757544224765
747926.3758972059,1447.7796644492526,0.6794389326034895
747922.75860304,1691.032167492144,0.685086155674391
747910.7571319516,2259.134973749626,0.8803474484256243
747835.5705354778,4647.516596367451,0.3761814744801512
747885.5473502367,3333.3442981686435,0.4475920679886686
747912.4929037731,2298.0686489609943,0.5511932255581217
747886.5955864926,3346.297247808189,0.6134529147982063
747894.4477137389,3072.0439588427853,0.6881987577639752
747926.601398419,1386.2656415332556,0.8763959148611243
747908.1079582054,2488.1549521882725,0.7593688362919132
747926.9382724167,1367.745422571381,0.8394437420986094
747927.3886776846,1339.155949819709,0.30570902394106814
747899.7509148885,2826.7728991063336,0.5392781316348195
747911.0028790188,2381.921400413211,0.27823240589198034
747929.6301025819,1037.9935236086942,0.7957574726334298
747832.7214115221,4903.636196255261,0.4976635514018692
747923.2618533111,1634.3036301146658,0.8184220460551151
747929.6043894303,1041.4569631291597,0.807770282723285
747931.8922699941,738.7235414781642,0.9124023128322197
747929.9547299194,1116.6451712936382,0.6037628278221209
747920.0367676197,1879.8465179811994,0.6937269372693727
747918.5970944959,1936.3292993270861,0.7477477477477478
747928.7512099245,1145.7815070398935,0.8545642473592658
747926.280700014,1111.3055766855496,0.8372386099066579
747893.5000970329,3124.069569282826,0.6493955094991365
747926.6640490134,1412.7825615896904,0.7760759984490112
747904.3416161976,2567.1542930920514,0.7814095101638757
747934.6973665706,330.48213353384546,0.9295869263314278
747931.1874688099,931.4480894732138,0.8443261062507924
747927.9936727843,1241.107518490068,0.8535786290322581
747912.9103081765,2127.6878203106444,0.6701151461470328
747906.5684843232,2588.454217326724,0.5894465894465895
747877.8129993568,3626.471859495772,0.4573110893032385
747933.3753602498,667.0820771623097,0.7492123878024134
747914.1879529705,2218.602215484264,0.7385554425228891
747918.9461689799,1886.1630623935935,0.7858716606995318
747913.29421466,2197.126962902564,0.731469242501271
747921.7991088002,1778.4320359946696,0.7734806629834254
747892.288533922,3135.2104779896413,0.37811745776347544
